1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
3944, forest, biomesoplenty:jade_cliffs, AMBIENT, mowziesmobs:lantern, 10, 2, 4
3945, forest, biomesoplenty:jade_cliffs, AMBIENT, alexsmobs:fly, 10, 2, 3
3946, forest, biomesoplenty:jade_cliffs, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3947, forest, biomesoplenty:jade_cliffs, AMBIENT, alexsmobs:fly, 10, 2, 3
3948, forest, biomesoplenty:jade_cliffs, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3949, forest, biomesoplenty:jade_cliffs, AMBIENT, mowziesmobs:lantern, 10, 2, 4
3950, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3951, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3952, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
3953, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
3954, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3955, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
3956, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3957, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3958, forest, biomesoplenty:jade_cliffs, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3959, forest, biomesoplenty:jade_cliffs, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
3960, forest, biomesoplenty:jade_cliffs, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
3961, forest, biomesoplenty:jade_cliffs, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
3962, forest, biomesoplenty:jade_cliffs, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
3963, forest, biomesoplenty:jade_cliffs, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
3964, forest, biomesoplenty:jade_cliffs, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
3965, forest, biomesoplenty:jade_cliffs, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
3966, plains, biomesoplenty:lavender_field, MONSTER, minecraft:spider, 80, 4, 4
3967, plains, biomesoplenty:lavender_field, MONSTER, minecraft:zombie, 80, 4, 4
3968, plains, biomesoplenty:lavender_field, MONSTER, minecraft:zombie_villager, 10, 1, 1
3969, plains, biomesoplenty:lavender_field, MONSTER, minecraft:skeleton, 80, 4, 4
3970, plains, biomesoplenty:lavender_field, MONSTER, minecraft:creeper, 80, 4, 4
3971, plains, biomesoplenty:lavender_field, MONSTER, minecraft:slime, 80, 4, 4
3972, plains, biomesoplenty:lavender_field, MONSTER, minecraft:enderman, 5, 1, 4
3973, plains, biomesoplenty:lavender_field, MONSTER, minecraft:witch, 5, 1, 1
3974, plains, biomesoplenty:lavender_field, MONSTER, mowziesmobs:grottol, 10, 1, 1
3975, plains, biomesoplenty:lavender_field, MONSTER, dannys_expansion:ghoul, 20, 1, 3
3976, plains, biomesoplenty:lavender_field, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
3977, plains, biomesoplenty:lavender_field, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
3978, plains, biomesoplenty:lavender_field, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
3979, plains, biomesoplenty:lavender_field, MONSTER, dannys_expansion:rammer, 10, 1, 1
3980, plains, biomesoplenty:lavender_field, MONSTER, dannys_expansion:sporer, 10, 1, 1
3981, plains, biomesoplenty:lavender_field, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3982, plains, biomesoplenty:lavender_field, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3983, plains, biomesoplenty:lavender_field, MONSTER, mowziesmobs:grottol, 10, 1, 1
3984, plains, biomesoplenty:lavender_field, CREATURE, minecraft:sheep, 12, 4, 4
3985, plains, biomesoplenty:lavender_field, CREATURE, minecraft:pig, 10, 4, 4
3986, plains, biomesoplenty:lavender_field, CREATURE, minecraft:chicken, 10, 4, 4
3987, plains, biomesoplenty:lavender_field, CREATURE, minecraft:cow, 10, 4, 4
3988, plains, biomesoplenty:lavender_field, CREATURE, exoticbirds:hummingbird, 18, 2, 5
3989, plains, biomesoplenty:lavender_field, CREATURE, exoticbirds:peafowl, 10, 2, 5
3990, plains, biomesoplenty:lavender_field, CREATURE, exoticbirds:cassowary, 10, 2, 5
3991, plains, biomesoplenty:lavender_field, CREATURE, exoticbirds:pigeon, 12, 2, 5
3992, plains, biomesoplenty:lavender_field, CREATURE, alexsmobs:raccoon, 10, 2, 4
3993, plains, biomesoplenty:lavender_field, CREATURE, alexsmobs:crow, 10, 3, 5
3994, plains, biomesoplenty:lavender_field, CREATURE, alexsmobs:raccoon, 10, 2, 4
3995, plains, biomesoplenty:lavender_field, CREATURE, alexsmobs:crow, 10, 3, 5
3996, plains, biomesoplenty:lavender_field, AMBIENT, minecraft:bat, 10, 8, 8
3997, plains, biomesoplenty:lavender_field, AMBIENT, alexsmobs:fly, 10, 2, 3
3998, plains, biomesoplenty:lavender_field, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3999, plains, biomesoplenty:lavender_field, AMBIENT, alexsmobs:fly, 10, 2, 3
4000, plains, biomesoplenty:lavender_field, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4001, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4002, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4003, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4004, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4005, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4006, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4007, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4008, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4009, plains, biomesoplenty:lavender_field, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4010, plains, biomesoplenty:lavender_field, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
4011, plains, biomesoplenty:lavender_field, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
4012, plains, biomesoplenty:lavender_field, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
4013, plains, biomesoplenty:lavender_field, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
4014, plains, biomesoplenty:lavender_field, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
4015, plains, biomesoplenty:lavender_field, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
4016, plains, biomesoplenty:lavender_field, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
4017, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:spider, 80, 4, 4
4018, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:zombie, 80, 4, 4
4019, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
4020, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:skeleton, 80, 4, 4
4021, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:creeper, 80, 4, 4
4022, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:slime, 80, 4, 4
4023, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:enderman, 5, 1, 4
4024, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:witch, 5, 1, 1
4025, plains, biomesoplenty:lavender_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
4026, plains, biomesoplenty:lavender_forest, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4027, plains, biomesoplenty:lavender_forest, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4028, plains, biomesoplenty:lavender_forest, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4029, plains, biomesoplenty:lavender_forest, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
4030, plains, biomesoplenty:lavender_forest, MONSTER, dannys_expansion:rammer, 10, 1, 1
4031, plains, biomesoplenty:lavender_forest, MONSTER, dannys_expansion:sporer, 10, 1, 1
4032, plains, biomesoplenty:lavender_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4033, plains, biomesoplenty:lavender_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4034, plains, biomesoplenty:lavender_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
4035, plains, biomesoplenty:lavender_forest, CREATURE, minecraft:sheep, 12, 4, 4
4036, plains, biomesoplenty:lavender_forest, CREATURE, minecraft:pig, 10, 4, 4
4037, plains, biomesoplenty:lavender_forest, CREATURE, minecraft:chicken, 10, 4, 4
4038, plains, biomesoplenty:lavender_forest, CREATURE, minecraft:cow, 10, 4, 4
4039, plains, biomesoplenty:lavender_forest, CREATURE, exoticbirds:hummingbird, 18, 2, 5
4040, plains, biomesoplenty:lavender_forest, CREATURE, exoticbirds:peafowl, 10, 2, 5
4041, plains, biomesoplenty:lavender_forest, CREATURE, exoticbirds:cassowary, 10, 2, 5
4042, plains, biomesoplenty:lavender_forest, CREATURE, exoticbirds:pigeon, 12, 2, 5
4043, plains, biomesoplenty:lavender_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4044, plains, biomesoplenty:lavender_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
4045, plains, biomesoplenty:lavender_forest, CREATURE, alexsmobs:crow, 10, 3, 5
4046, plains, biomesoplenty:lavender_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4047, plains, biomesoplenty:lavender_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4048, plains, biomesoplenty:lavender_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
4049, plains, biomesoplenty:lavender_forest, CREATURE, alexsmobs:crow, 10, 3, 5
4050, plains, biomesoplenty:lavender_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4051, plains, biomesoplenty:lavender_forest, AMBIENT, minecraft:bat, 10, 8, 8
4052, plains, biomesoplenty:lavender_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
4053, plains, biomesoplenty:lavender_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4054, plains, biomesoplenty:lavender_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
4055, plains, biomesoplenty:lavender_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4056, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4057, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4058, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4059, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4060, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4061, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4062, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4063, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4064, plains, biomesoplenty:lavender_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4065, plains, biomesoplenty:lavender_forest, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
4066, plains, biomesoplenty:lavender_forest, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
4067, plains, biomesoplenty:lavender_forest, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
4068, plains, biomesoplenty:lavender_forest, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
4069, plains, biomesoplenty:lavender_forest, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
4070, plains, biomesoplenty:lavender_forest, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
4071, plains, biomesoplenty:lavender_forest, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
4072, desert, biomesoplenty:lush_desert, MONSTER, minecraft:spider, 80, 4, 4
4073, desert, biomesoplenty:lush_desert, MONSTER, minecraft:zombie, 80, 4, 4
4074, desert, biomesoplenty:lush_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
4075, desert, biomesoplenty:lush_desert, MONSTER, minecraft:skeleton, 80, 4, 4
4076, desert, biomesoplenty:lush_desert, MONSTER, minecraft:creeper, 80, 4, 4
4077, desert, biomesoplenty:lush_desert, MONSTER, minecraft:slime, 80, 4, 4
4078, desert, biomesoplenty:lush_desert, MONSTER, minecraft:enderman, 5, 1, 4
4079, desert, biomesoplenty:lush_desert, MONSTER, minecraft:witch, 5, 1, 1
4080, desert, biomesoplenty:lush_desert, MONSTER, minecraft:husk, 80, 4, 4
4081, desert, biomesoplenty:lush_desert, MONSTER, mowziesmobs:barakoana, 10, 1, 1
4082, desert, biomesoplenty:lush_desert, MONSTER, mowziesmobs:grottol, 10, 1, 1
4083, desert, biomesoplenty:lush_desert, MONSTER, dannys_expansion:black_scorpion, 25, 1, 1
4084, desert, biomesoplenty:lush_desert, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4085, desert, biomesoplenty:lush_desert, MONSTER, dannys_expansion:mummy, 15, 1, 1
4086, desert, biomesoplenty:lush_desert, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
4087, desert, biomesoplenty:lush_desert, MONSTER, dannys_expansion:sporer, 10, 1, 1
4088, desert, biomesoplenty:lush_desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4089, desert, biomesoplenty:lush_desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4090, desert, biomesoplenty:lush_desert, MONSTER, mowziesmobs:barakoana, 10, 1, 1
4091, desert, biomesoplenty:lush_desert, MONSTER, mowziesmobs:grottol, 10, 1, 1
4092, desert, biomesoplenty:lush_desert, CREATURE, minecraft:rabbit, 10, 2, 3
4093, desert, biomesoplenty:lush_desert, CREATURE, exoticbirds:roadrunner, 10, 2, 5
4094, desert, biomesoplenty:lush_desert, CREATURE, exoticbirds:ostrich, 10, 2, 5
4095, desert, biomesoplenty:lush_desert, CREATURE, exoticbirds:hummingbird, 18, 2, 5
4096, desert, biomesoplenty:lush_desert, CREATURE, exoticbirds:pigeon, 12, 2, 5
4097, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
4098, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:gazelle, 40, 7, 7
4099, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4100, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:elephant, 30, 3, 5
4101, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:emu, 20, 2, 5
4102, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4103, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
4104, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
4105, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:gazelle, 40, 7, 7
4106, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4107, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:elephant, 30, 3, 5
4108, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:emu, 20, 2, 5
4109, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4110, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
4111, desert, biomesoplenty:lush_desert, AMBIENT, minecraft:bat, 10, 8, 8
4112, desert, biomesoplenty:lush_desert, AMBIENT, alexsmobs:fly, 10, 2, 3
4113, desert, biomesoplenty:lush_desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4114, desert, biomesoplenty:lush_desert, AMBIENT, alexsmobs:fly, 10, 2, 3
4115, desert, biomesoplenty:lush_desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4116, desert, biomesoplenty:lush_desert, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4117, desert, biomesoplenty:lush_desert, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4118, desert, biomesoplenty:lush_desert, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4119, desert, biomesoplenty:lush_desert, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4120, desert, biomesoplenty:lush_desert, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4121, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:spider, 80, 4, 4
4122, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:zombie, 80, 4, 4
4123, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
4124, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
4125, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:creeper, 80, 4, 4
4126, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:slime, 80, 4, 4
4127, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:enderman, 5, 1, 4
4128, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:witch, 5, 1, 1
4129, desert, biomesoplenty:lush_savanna, MONSTER, minecraft:husk, 80, 4, 4
4130, desert, biomesoplenty:lush_savanna, MONSTER, mowziesmobs:barakoana, 10, 1, 1
4131, desert, biomesoplenty:lush_savanna, MONSTER, mowziesmobs:grottol, 10, 1, 1
4132, desert, biomesoplenty:lush_savanna, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4133, desert, biomesoplenty:lush_savanna, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4134, desert, biomesoplenty:lush_savanna, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4135, desert, biomesoplenty:lush_savanna, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
4136, desert, biomesoplenty:lush_savanna, MONSTER, dannys_expansion:rammer, 10, 1, 1
4137, desert, biomesoplenty:lush_savanna, MONSTER, dannys_expansion:sporer, 10, 1, 1
4138, desert, biomesoplenty:lush_savanna, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4139, desert, biomesoplenty:lush_savanna, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4140, desert, biomesoplenty:lush_savanna, MONSTER, mowziesmobs:barakoana, 10, 1, 1
4141, desert, biomesoplenty:lush_savanna, MONSTER, mowziesmobs:grottol, 10, 1, 1
4142, desert, biomesoplenty:lush_savanna, CREATURE, minecraft:rabbit, 10, 2, 3
4143, desert, biomesoplenty:lush_savanna, CREATURE, minecraft:donkey, 10, 1, 3
4144, desert, biomesoplenty:lush_savanna, CREATURE, exoticbirds:roadrunner, 10, 2, 5
4145, desert, biomesoplenty:lush_savanna, CREATURE, exoticbirds:ostrich, 10, 2, 5
4146, desert, biomesoplenty:lush_savanna, CREATURE, exoticbirds:hummingbird, 18, 2, 5
4147, desert, biomesoplenty:lush_savanna, CREATURE, exoticbirds:pigeon, 12, 2, 5
4148, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:roadrunner, 10, 2, 2
4149, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
4150, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4151, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
4152, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
4153, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4154, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
4155, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:roadrunner, 10, 2, 2
4156, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
4157, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4158, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
4159, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
4160, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4161, desert, biomesoplenty:lush_savanna, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
4162, desert, biomesoplenty:lush_savanna, AMBIENT, minecraft:bat, 10, 8, 8
4163, desert, biomesoplenty:lush_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
4164, desert, biomesoplenty:lush_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4165, desert, biomesoplenty:lush_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
4166, desert, biomesoplenty:lush_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4167, desert, biomesoplenty:lush_savanna, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4168, desert, biomesoplenty:lush_savanna, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4169, desert, biomesoplenty:lush_savanna, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4170, desert, biomesoplenty:lush_savanna, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4171, desert, biomesoplenty:lush_savanna, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4172, swamp, biomesoplenty:marsh, MONSTER, minecraft:spider, 80, 4, 4
4173, swamp, biomesoplenty:marsh, MONSTER, minecraft:zombie, 80, 4, 4
4174, swamp, biomesoplenty:marsh, MONSTER, minecraft:zombie_villager, 10, 1, 1
4175, swamp, biomesoplenty:marsh, MONSTER, minecraft:skeleton, 80, 4, 4
4176, swamp, biomesoplenty:marsh, MONSTER, minecraft:creeper, 80, 4, 4
4177, swamp, biomesoplenty:marsh, MONSTER, minecraft:slime, 80, 4, 4
4178, swamp, biomesoplenty:marsh, MONSTER, minecraft:enderman, 5, 1, 4
4179, swamp, biomesoplenty:marsh, MONSTER, minecraft:witch, 5, 1, 1
4180, swamp, biomesoplenty:marsh, MONSTER, mowziesmobs:grottol, 10, 1, 1
4181, swamp, biomesoplenty:marsh, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4182, swamp, biomesoplenty:marsh, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
4183, swamp, biomesoplenty:marsh, MONSTER, dannys_expansion:sporer, 10, 1, 1
4184, swamp, biomesoplenty:marsh, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4185, swamp, biomesoplenty:marsh, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4186, swamp, biomesoplenty:marsh, MONSTER, mowziesmobs:grottol, 10, 1, 1
4187, swamp, biomesoplenty:marsh, CREATURE, exoticbirds:flamingo, 10, 2, 5
4188, swamp, biomesoplenty:marsh, CREATURE, exoticbirds:crane, 10, 2, 5
4189, swamp, biomesoplenty:marsh, CREATURE, exoticbirds:duck, 10, 2, 5
4190, swamp, biomesoplenty:marsh, CREATURE, exoticbirds:heron, 10, 2, 5
4191, swamp, biomesoplenty:marsh, CREATURE, exoticbirds:pigeon, 12, 2, 5
4192, swamp, biomesoplenty:marsh, CREATURE, aquaculture:box_turtle, 10, 1, 2
4193, swamp, biomesoplenty:marsh, CREATURE, alexsmobs:crocodile, 40, 1, 2
4194, swamp, biomesoplenty:marsh, CREATURE, alexsmobs:shoebill, 10, 1, 2
4195, swamp, biomesoplenty:marsh, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
4196, swamp, biomesoplenty:marsh, CREATURE, alexsmobs:crocodile, 40, 1, 2
4197, swamp, biomesoplenty:marsh, CREATURE, alexsmobs:shoebill, 10, 1, 2
4198, swamp, biomesoplenty:marsh, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
4199, swamp, biomesoplenty:marsh, AMBIENT, minecraft:bat, 10, 8, 8
4200, swamp, biomesoplenty:marsh, AMBIENT, alexsmobs:fly, 10, 2, 3
4201, swamp, biomesoplenty:marsh, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4202, swamp, biomesoplenty:marsh, AMBIENT, alexsmobs:fly, 10, 2, 3
4203, swamp, biomesoplenty:marsh, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4204, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4205, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4206, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4207, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4208, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4209, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4210, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4211, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4212, swamp, biomesoplenty:marsh, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4213, swamp, biomesoplenty:marsh, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
4214, swamp, biomesoplenty:marsh, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
4215, swamp, biomesoplenty:marsh, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
4216, swamp, biomesoplenty:marsh, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
4217, swamp, biomesoplenty:marsh, pvj_ambient, projectvibrantjourneys:frog, 30, 1, 2
4218, swamp, biomesoplenty:marsh, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
4219, swamp, biomesoplenty:marsh, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
4220, swamp, biomesoplenty:marsh, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
4221, taiga, biomesoplenty:meadow, MONSTER, minecraft:spider, 80, 4, 4
4222, taiga, biomesoplenty:meadow, MONSTER, minecraft:zombie, 80, 4, 4
4223, taiga, biomesoplenty:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
4224, taiga, biomesoplenty:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
4225, taiga, biomesoplenty:meadow, MONSTER, minecraft:creeper, 80, 4, 4
4226, taiga, biomesoplenty:meadow, MONSTER, minecraft:slime, 80, 4, 4
4227, taiga, biomesoplenty:meadow, MONSTER, minecraft:enderman, 5, 1, 4
4228, taiga, biomesoplenty:meadow, MONSTER, minecraft:witch, 5, 1, 1
4229, taiga, biomesoplenty:meadow, MONSTER, mowziesmobs:grottol, 10, 1, 1
4230, taiga, biomesoplenty:meadow, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4231, taiga, biomesoplenty:meadow, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4232, taiga, biomesoplenty:meadow, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4233, taiga, biomesoplenty:meadow, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
